id,nome,email,banco,cidade,estado,username,senha,tipo,cpf,rg,data_nascimento,endereco,telefone,renda,profissao,estado_civil,situacao_prof,data_criacao,ativo,motivo_inativacao,data_inativacao,conta_bloqueada,saldo_pendente
517,Usuário 517,user517@demo.com,Inter,São Paulo,SP,user517,123456,normal,00000000517,000000517,2007-04-21,Rua 517,704207045,584.18,Programador,divorciado,CLT,2025-05-14 23:25:03.242038,1,,,0,
518,Usuário 518,user518@demo.com,Itaú,Curitiba,PR,user518,123456,normal,00000000518,000000518,1994-09-27,Rua 518,685814790,739.24,Vendedor,divorciado,Desempregado,2025-05-14 23:25:03.242052,1,,,0,
519,Usuário 519,user519@demo.com,Inter,Porto Alegre,RS,user519,123456,normal,00000000519,000000519,1997-04-18,Rua 519,903233413,2376.69,Vendedor,divorciado,Autônomo,2025-05-14 23:25:03.242067,1,,,0,
520,Usuário 520,user520@demo.com,C6 Bank,Salvador,BA,user520,123456,normal,00000000520,000000520,1996-08-19,Rua 520,264430586,4542.23,Designer,solteiro,PJ,2025-05-14 23:25:03.242079,1,,,0,
521,Usuário 521,user521@demo.com,Santander,Porto Alegre,RS,user521,123456,normal,00000000521,000000521,1985-10-12,Rua 521,517096917,9991.4,Professor,casado,CLT,2025-05-14 23:25:03.242093,1,,,0,
522,Usuário 522,user522@demo.com,Banco do Brasil,Recife,PE,user522,123456,normal,00000000522,000000522,2004-02-25,Rua 522,145692965,4599.32,Gerente,solteiro,Desempregado,2025-05-14 23:25:03.242108,1,,,0,
523,Usuário 523,user523@demo.com,Caixa,Belo Horizonte,MG,user523,123456,normal,00000000523,000000523,2002-09-18,Rua 523,535716227,4211.41,Programador,casado,Desempregado,2025-05-14 23:25:03.242121,1,,,0,
524,Usuário 524,user524@demo.com,Inter,Brasília,DF,user524,123456,normal,00000000524,000000524,1996-12-25,Rua 524,490369859,3378.01,Programador,solteiro,PJ,2025-05-14 23:25:03.242134,1,,,0,
525,Usuário 525,user525@demo.com,Nubank,Curitiba,PR,user525,123456,normal,00000000525,000000525,1991-05-26,Rua 525,305047185,5683.87,Estudante,casado,Desempregado,2025-05-14 23:25:03.242147,1,,,0,
526,Usuário 526,user526@demo.com,Inter,Campinas,SP,user526,123456,normal,00000000526,000000526,1998-12-22,Rua 526,791489784,3068.99,Programador,solteiro,Desempregado,2025-05-14 23:25:03.242160,1,,,0,
527,Usuário 527,user527@demo.com,PagBank,Rio de Janeiro,RJ,user527,123456,normal,00000000527,000000527,1992-10-01,Rua 527,585674703,3003.2,Estudante,casado,CLT,2025-05-14 23:25:03.242174,1,,,0,
528,Usuário 528,user528@demo.com,Nubank,Curitiba,PR,user528,123456,normal,00000000528,000000528,1999-10-22,Rua 528,692375927,8899.25,Programador,divorciado,Desempregado,2025-05-14 23:25:03.242186,1,,,0,
529,Usuário 529,user529@demo.com,C6 Bank,Belo Horizonte,MG,user529,123456,normal,00000000529,000000529,2006-11-05,Rua 529,845144194,2064.53,Estudante,divorciado,PJ,2025-05-14 23:25:03.242199,1,,,0,
530,Usuário 530,user530@demo.com,Santander,Porto Alegre,RS,user530,123456,normal,00000000530,000000530,1992-12-30,Rua 530,531511587,5750.69,Médico,solteiro,Desempregado,2025-05-14 23:25:03.242212,1,,,0,
531,Usuário 531,user531@demo.com,C6 Bank,Salvador,BA,user531,123456,normal,00000000531,000000531,2001-11-14,Rua 531,892921493,1305.55,Vendedor,casado,CLT,2025-05-14 23:25:03.242226,1,,,0,
532,Usuário 532,user532@demo.com,Bradesco,Rio de Janeiro,RJ,user532,123456,normal,00000000532,000000532,2005-06-16,Rua 532,123049022,86.69,Analista,casado,CLT,2025-05-14 23:25:03.242239,1,,,0,
533,Usuário 533,user533@demo.com,Caixa,Salvador,BA,user533,123456,normal,00000000533,000000533,2002-10-29,Rua 533,898417572,1506.03,Médico,casado,CLT,2025-05-14 23:25:03.242252,1,,,0,
534,Usuário 534,user534@demo.com,Caixa,Salvador,BA,user534,123456,normal,00000000534,000000534,1994-04-18,Rua 534,989331508,4466.17,Designer,divorciado,PJ,2025-05-14 23:25:03.242265,1,,,0,
535,Usuário 535,user535@demo.com,Banco do Brasil,Porto Alegre,RS,user535,123456,normal,00000000535,000000535,2005-02-07,Rua 535,961501642,5618.88,Professor,solteiro,Desempregado,2025-05-14 23:25:03.242277,1,,,0,
536,Usuário 536,user536@demo.com,PagBank,Rio de Janeiro,RJ,user536,123456,normal,00000000536,000000536,1986-12-19,Rua 536,763882641,4096.8,Gerente,divorciado,Desempregado,2025-05-14 23:25:03.242290,1,,,0,
537,Usuário 537,user537@demo.com,Nubank,Porto Alegre,RS,user537,123456,normal,00000000537,000000537,1985-06-27,Rua 537,221719840,6638.69,Professor,casado,CLT,2025-05-14 23:25:03.242303,1,,,0,
538,Usuário 538,user538@demo.com,Santander,São Paulo,SP,user538,123456,normal,00000000538,000000538,1987-08-22,Rua 538,509041030,4728.13,Vendedor,solteiro,CLT,2025-05-14 23:25:03.242316,1,,,0,
539,Usuário 539,user539@demo.com,Caixa,Fortaleza,CE,user539,123456,normal,00000000539,000000539,1986-07-02,Rua 539,573451981,5848.91,Professor,casado,CLT,2025-05-14 23:25:03.242329,1,,,0,
540,Usuário 540,user540@demo.com,Caixa,Brasília,DF,user540,123456,normal,00000000540,000000540,1987-07-09,Rua 540,464832392,9878.15,Designer,solteiro,PJ,2025-05-14 23:25:03.242342,1,,,0,
541,Usuário 541,user541@demo.com,Banco do Brasil,Belo Horizonte,MG,user541,123456,normal,00000000541,000000541,1992-03-09,Rua 541,522641688,9167.64,Engenheiro,divorciado,PJ,2025-05-14 23:25:03.242355,1,,,0,
542,Usuário 542,user542@demo.com,Banco do Brasil,Salvador,BA,user542,123456,normal,00000000542,000000542,1991-06-05,Rua 542,951243045,9487.62,Engenheiro,casado,Desempregado,2025-05-14 23:25:03.242368,1,,,0,
543,Usuário 543,user543@demo.com,Inter,São Paulo,SP,user543,123456,normal,00000000543,000000543,2003-08-04,Rua 543,492147671,8512.53,Médico,divorciado,Autônomo,2025-05-14 23:25:03.242382,1,,,0,
544,Usuário 544,user544@demo.com,Itaú,Campinas,SP,user544,123456,normal,00000000544,000000544,1996-05-26,Rua 544,442059298,9058.17,Analista,divorciado,PJ,2025-05-14 23:25:03.242395,1,,,0,
545,Usuário 545,user545@demo.com,Banco do Brasil,Porto Alegre,RS,user545,123456,normal,00000000545,000000545,1997-04-24,Rua 545,564876172,3375.18,Advogado,divorciado,Desempregado,2025-05-14 23:25:03.242408,1,,,0,
546,Usuário 546,user546@demo.com,Caixa,Rio de Janeiro,RJ,user546,123456,normal,00000000546,000000546,1995-01-06,Rua 546,133687368,1306.5,Estudante,solteiro,CLT,2025-05-14 23:25:03.242422,1,,,0,
547,Usuário 547,user547@demo.com,Inter,Porto Alegre,RS,user547,123456,normal,00000000547,000000547,2002-11-26,Rua 547,604788545,3800.17,Analista,divorciado,Autônomo,2025-05-14 23:25:03.242434,1,,,0,
548,Usuário 548,user548@demo.com,Caixa,Recife,PE,user548,123456,normal,00000000548,000000548,1999-02-26,Rua 548,962371481,5125.84,Programador,casado,Autônomo,2025-05-14 23:25:03.242447,1,,,0,
549,Usuário 549,user549@demo.com,Caixa,Belo Horizonte,MG,user549,123456,normal,00000000549,000000549,1991-04-02,Rua 549,380877904,5523.83,Vendedor,casado,Autônomo,2025-05-14 23:25:03.242460,1,,,0,
550,Usuário 550,user550@demo.com,C6 Bank,Rio de Janeiro,RJ,user550,123456,normal,00000000550,000000550,1986-10-10,Rua 550,821348271,847.95,Designer,divorciado,CLT,2025-05-14 23:25:03.242473,1,,,0,
551,Usuário 551,user551@demo.com,Santander,São Paulo,SP,user551,123456,normal,00000000551,000000551,1989-04-19,Rua 551,918259303,1070.5,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.242487,1,,,0,
552,Usuário 552,user552@demo.com,Santander,Rio de Janeiro,RJ,user552,123456,normal,00000000552,000000552,1994-07-21,Rua 552,960557964,2369.45,Engenheiro,solteiro,CLT,2025-05-14 23:25:03.242500,1,,,0,
553,Usuário 553,user553@demo.com,Caixa,São Paulo,SP,user553,123456,normal,00000000553,000000553,1987-11-12,Rua 553,762993351,703.83,Estudante,divorciado,Desempregado,2025-05-14 23:25:03.242514,1,,,0,
554,Usuário 554,user554@demo.com,Bradesco,Salvador,BA,user554,123456,normal,00000000554,000000554,1993-08-22,Rua 554,230973310,561.66,Professor,solteiro,CLT,2025-05-14 23:25:03.242527,1,,,0,
555,Usuário 555,user555@demo.com,Bradesco,Belo Horizonte,MG,user555,123456,normal,00000000555,000000555,1991-04-10,Rua 555,198339644,38.41,Médico,solteiro,CLT,2025-05-14 23:25:03.242540,1,,,0,
556,Usuário 556,user556@demo.com,Inter,Rio de Janeiro,RJ,user556,123456,normal,00000000556,000000556,2000-03-12,Rua 556,771573690,5293.33,Vendedor,solteiro,Desempregado,2025-05-14 23:25:03.242554,1,,,0,
557,Usuário 557,user557@demo.com,Santander,Fortaleza,CE,user557,123456,normal,00000000557,000000557,1996-11-09,Rua 557,409305817,7315.65,Estudante,solteiro,Desempregado,2025-05-14 23:25:03.242567,1,,,0,
558,Usuário 558,user558@demo.com,PagBank,Belo Horizonte,MG,user558,123456,normal,00000000558,000000558,2007-03-29,Rua 558,185425073,1758.51,Médico,casado,PJ,2025-05-14 23:25:03.242580,1,,,0,
559,Usuário 559,user559@demo.com,Nubank,Campinas,SP,user559,123456,normal,00000000559,000000559,1991-09-06,Rua 559,233155054,7028.68,Engenheiro,solteiro,PJ,2025-05-14 23:25:03.242593,1,,,0,
560,Usuário 560,user560@demo.com,Nubank,Salvador,BA,user560,123456,normal,00000000560,000000560,2003-09-27,Rua 560,523771505,6352.97,Estudante,casado,Desempregado,2025-05-14 23:25:03.242606,1,,,0,
561,Usuário 561,user561@demo.com,Banco do Brasil,Campinas,SP,user561,123456,normal,00000000561,000000561,2002-06-27,Rua 561,557975918,2509.5,Designer,divorciado,PJ,2025-05-14 23:25:03.242619,1,,,0,
562,Usuário 562,user562@demo.com,Itaú,Campinas,SP,user562,123456,normal,00000000562,000000562,1992-09-10,Rua 562,833935852,2516.68,Professor,solteiro,CLT,2025-05-14 23:25:03.242633,1,,,0,
563,Usuário 563,user563@demo.com,C6 Bank,Rio de Janeiro,RJ,user563,123456,normal,00000000563,000000563,1999-08-30,Rua 563,886960612,604.04,Programador,solteiro,Desempregado,2025-05-14 23:25:03.242647,1,,,0,
564,Usuário 564,user564@demo.com,Bradesco,São Paulo,SP,user564,123456,normal,00000000564,000000564,2000-03-28,Rua 564,731509036,7713.86,Designer,divorciado,CLT,2025-05-14 23:25:03.242658,1,,,0,
565,Usuário 565,user565@demo.com,Banco do Brasil,Fortaleza,CE,user565,123456,normal,00000000565,000000565,1991-01-27,Rua 565,442592338,4507.87,Vendedor,casado,Desempregado,2025-05-14 23:25:03.242669,1,,,0,
566,Usuário 566,user566@demo.com,C6 Bank,Porto Alegre,RS,user566,123456,normal,00000000566,000000566,2000-05-08,Rua 566,686173802,9990.97,Médico,solteiro,PJ,2025-05-14 23:25:03.242679,1,,,0,
567,Usuário 567,user567@demo.com,Caixa,São Paulo,SP,user567,123456,normal,00000000567,000000567,1998-03-11,Rua 567,599230693,8799.75,Designer,casado,Desempregado,2025-05-14 23:25:03.242691,1,,,0,
568,Usuário 568,user568@demo.com,C6 Bank,Brasília,DF,user568,123456,normal,00000000568,000000568,2003-12-16,Rua 568,252560338,7378.59,Programador,casado,CLT,2025-05-14 23:25:03.242702,1,,,0,
569,Usuário 569,user569@demo.com,Caixa,Belo Horizonte,MG,user569,123456,normal,00000000569,000000569,1998-10-29,Rua 569,778812108,1493.84,Designer,solteiro,Desempregado,2025-05-14 23:25:03.242713,1,,,0,
570,Usuário 570,user570@demo.com,Santander,Belo Horizonte,MG,user570,123456,normal,00000000570,000000570,1994-01-30,Rua 570,297471450,2169.94,Analista,casado,Desempregado,2025-05-14 23:25:03.242724,1,,,0,
571,Usuário 571,user571@demo.com,Banco do Brasil,Belo Horizonte,MG,user571,123456,normal,00000000571,000000571,1999-10-25,Rua 571,312339412,216.81,Programador,solteiro,Autônomo,2025-05-14 23:25:03.242734,1,,,0,
572,Usuário 572,user572@demo.com,Banco do Brasil,Campinas,SP,user572,123456,normal,00000000572,000000572,2002-04-10,Rua 572,303953026,4865.35,Vendedor,casado,Desempregado,2025-05-14 23:25:03.242744,1,,,0,
573,Usuário 573,user573@demo.com,C6 Bank,Belo Horizonte,MG,user573,123456,normal,00000000573,000000573,1985-08-24,Rua 573,814885719,597.6,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.242755,1,,,0,
574,Usuário 574,user574@demo.com,Banco do Brasil,Brasília,DF,user574,123456,normal,00000000574,000000574,2004-03-17,Rua 574,352492987,5187.63,Vendedor,solteiro,Desempregado,2025-05-14 23:25:03.242766,1,,,0,
575,Usuário 575,user575@demo.com,Itaú,Brasília,DF,user575,123456,normal,00000000575,000000575,1985-12-02,Rua 575,430720723,6315.09,Designer,divorciado,Autônomo,2025-05-14 23:25:03.242776,1,,,0,
576,Usuário 576,user576@demo.com,Inter,Fortaleza,CE,user576,123456,normal,00000000576,000000576,1993-08-30,Rua 576,230832638,5991.16,Gerente,casado,Autônomo,2025-05-14 23:25:03.242787,1,,,0,
577,Usuário 577,user577@demo.com,Santander,Salvador,BA,user577,123456,normal,00000000577,000000577,1999-02-03,Rua 577,707015982,9704.31,Engenheiro,solteiro,Desempregado,2025-05-14 23:25:03.242797,1,,,0,
578,Usuário 578,user578@demo.com,Inter,Salvador,BA,user578,123456,normal,00000000578,000000578,2001-11-10,Rua 578,324901650,9445.77,Médico,casado,Desempregado,2025-05-14 23:25:03.242808,1,,,0,
579,Usuário 579,user579@demo.com,PagBank,Porto Alegre,RS,user579,123456,normal,00000000579,000000579,1999-09-27,Rua 579,719785036,7938.18,Médico,solteiro,Autônomo,2025-05-14 23:25:03.242819,1,,,0,
580,Usuário 580,user580@demo.com,Nubank,Fortaleza,CE,user580,123456,normal,00000000580,000000580,1991-07-02,Rua 580,736551500,6093.87,Médico,casado,Desempregado,2025-05-14 23:25:03.242830,1,,,0,
581,Usuário 581,user581@demo.com,Caixa,São Paulo,SP,user581,123456,normal,00000000581,000000581,1995-12-03,Rua 581,202631097,3841.43,Professor,divorciado,Autônomo,2025-05-14 23:25:03.242841,1,,,0,
582,Usuário 582,user582@demo.com,PagBank,Rio de Janeiro,RJ,user582,123456,normal,00000000582,000000582,1996-05-15,Rua 582,596808815,6026.0,Advogado,solteiro,Desempregado,2025-05-14 23:25:03.242852,1,,,0,
583,Usuário 583,user583@demo.com,Nubank,Recife,PE,user583,123456,normal,00000000583,000000583,1989-08-19,Rua 583,926722888,2762.1,Professor,casado,CLT,2025-05-14 23:25:03.242862,1,,,0,
584,Usuário 584,user584@demo.com,Nubank,Brasília,DF,user584,123456,normal,00000000584,000000584,2002-05-16,Rua 584,779753545,30.53,Designer,divorciado,Desempregado,2025-05-14 23:25:03.242873,1,,,0,
585,Usuário 585,user585@demo.com,Santander,Campinas,SP,user585,123456,normal,00000000585,000000585,1989-10-21,Rua 585,392871202,9566.68,Vendedor,casado,PJ,2025-05-14 23:25:03.242884,1,,,0,
586,Usuário 586,user586@demo.com,Bradesco,Curitiba,PR,user586,123456,normal,00000000586,000000586,2000-10-01,Rua 586,887503642,605.63,Médico,divorciado,Autônomo,2025-05-14 23:25:03.242895,1,,,0,
587,Usuário 587,user587@demo.com,Inter,Curitiba,PR,user587,123456,normal,00000000587,000000587,1997-11-22,Rua 587,852313014,8185.87,Analista,casado,Autônomo,2025-05-14 23:25:03.242905,1,,,0,
588,Usuário 588,user588@demo.com,Santander,Curitiba,PR,user588,123456,normal,00000000588,000000588,2000-09-27,Rua 588,127148164,288.21,Programador,solteiro,Autônomo,2025-05-14 23:25:03.242915,1,,,0,
589,Usuário 589,user589@demo.com,Santander,Brasília,DF,user589,123456,normal,00000000589,000000589,1997-05-12,Rua 589,772044133,3820.19,Professor,divorciado,Desempregado,2025-05-14 23:25:03.242926,1,,,0,
590,Usuário 590,user590@demo.com,Bradesco,Salvador,BA,user590,123456,normal,00000000590,000000590,1986-05-14,Rua 590,393724281,4559.43,Médico,divorciado,Desempregado,2025-05-14 23:25:03.242936,1,,,0,
591,Usuário 591,user591@demo.com,Santander,Porto Alegre,RS,user591,123456,normal,00000000591,000000591,1994-03-24,Rua 591,238014139,3228.04,Analista,solteiro,CLT,2025-05-14 23:25:03.242947,1,,,0,
592,Usuário 592,user592@demo.com,PagBank,Salvador,BA,user592,123456,normal,00000000592,000000592,1996-09-05,Rua 592,496019605,1417.53,Programador,divorciado,CLT,2025-05-14 23:25:03.242957,1,,,0,
593,Usuário 593,user593@demo.com,Caixa,Recife,PE,user593,123456,normal,00000000593,000000593,1998-07-05,Rua 593,291124362,3266.1,Analista,divorciado,Autônomo,2025-05-14 23:25:03.242968,1,,,0,
594,Usuário 594,user594@demo.com,Itaú,Salvador,BA,user594,123456,normal,00000000594,000000594,1987-07-28,Rua 594,649442680,558.59,Professor,casado,CLT,2025-05-14 23:25:03.242981,1,,,0,
595,Usuário 595,user595@demo.com,Santander,Rio de Janeiro,RJ,user595,123456,normal,00000000595,000000595,2003-12-25,Rua 595,209793556,5227.81,Médico,solteiro,Autônomo,2025-05-14 23:25:03.242992,1,,,0,
596,Usuário 596,user596@demo.com,Caixa,Salvador,BA,user596,123456,normal,00000000596,000000596,2005-07-24,Rua 596,543070745,3435.73,Engenheiro,casado,Desempregado,2025-05-14 23:25:03.243002,1,,,0,
597,Usuário 597,user597@demo.com,Itaú,Campinas,SP,user597,123456,normal,00000000597,000000597,1995-08-12,Rua 597,547055536,6418.19,Programador,divorciado,PJ,2025-05-14 23:25:03.243012,1,,,0,
598,Usuário 598,user598@demo.com,Bradesco,Campinas,SP,user598,123456,normal,00000000598,000000598,1989-02-11,Rua 598,322537900,4484.98,Engenheiro,casado,PJ,2025-05-14 23:25:03.243023,1,,,0,
599,Usuário 599,user599@demo.com,Itaú,Curitiba,PR,user599,123456,normal,00000000599,000000599,1992-12-02,Rua 599,833926093,5576.85,Analista,divorciado,PJ,2025-05-14 23:25:03.243033,1,,,0,
600,Usuário 600,user600@demo.com,Itaú,Brasília,DF,user600,123456,normal,00000000600,000000600,2006-06-08,Rua 600,335150429,7585.28,Professor,solteiro,Autônomo,2025-05-14 23:25:03.243044,1,,,0,
601,Usuário 601,user601@demo.com,Inter,Salvador,BA,user601,123456,normal,00000000601,000000601,1990-06-05,Rua 601,781107293,6702.63,Analista,divorciado,Autônomo,2025-05-14 23:25:03.243054,1,,,0,
602,Usuário 602,user602@demo.com,Itaú,Brasília,DF,user602,123456,normal,00000000602,000000602,1992-05-12,Rua 602,867448567,6971.25,Gerente,solteiro,CLT,2025-05-14 23:25:03.243064,1,,,0,
603,Usuário 603,user603@demo.com,Itaú,Curitiba,PR,user603,123456,normal,00000000603,000000603,2002-09-12,Rua 603,346430177,5827.39,Analista,casado,CLT,2025-05-14 23:25:03.243076,1,,,0,
604,Usuário 604,user604@demo.com,Caixa,Fortaleza,CE,user604,123456,normal,00000000604,000000604,1995-12-18,Rua 604,990171357,1641.79,Médico,solteiro,CLT,2025-05-14 23:25:03.243086,1,,,0,
605,Usuário 605,user605@demo.com,Banco do Brasil,Fortaleza,CE,user605,123456,normal,00000000605,000000605,2001-06-03,Rua 605,697282546,3743.01,Programador,solteiro,PJ,2025-05-14 23:25:03.243097,1,,,0,
606,Usuário 606,user606@demo.com,Banco do Brasil,Fortaleza,CE,user606,123456,normal,00000000606,000000606,1999-11-17,Rua 606,310209048,3270.58,Advogado,casado,CLT,2025-05-14 23:25:03.243107,1,,,0,
607,Usuário 607,user607@demo.com,C6 Bank,Porto Alegre,RS,user607,123456,normal,00000000607,000000607,2006-09-25,Rua 607,578398626,6033.68,Gerente,casado,PJ,2025-05-14 23:25:03.243118,1,,,0,
608,Usuário 608,user608@demo.com,Bradesco,Belo Horizonte,MG,user608,123456,normal,00000000608,000000608,2006-06-12,Rua 608,516023480,8046.36,Médico,solteiro,Autônomo,2025-05-14 23:25:03.243128,1,,,0,
609,Usuário 609,user609@demo.com,Banco do Brasil,Curitiba,PR,user609,123456,normal,00000000609,000000609,1999-04-15,Rua 609,597979740,543.68,Médico,divorciado,Autônomo,2025-05-14 23:25:03.243139,1,,,0,
610,Usuário 610,user610@demo.com,PagBank,Curitiba,PR,user610,123456,normal,00000000610,000000610,2006-11-05,Rua 610,432754275,123.6,Professor,casado,PJ,2025-05-14 23:25:03.243150,1,,,0,
611,Usuário 611,user611@demo.com,Inter,Brasília,DF,user611,123456,normal,00000000611,000000611,1991-03-27,Rua 611,451498831,4578.84,Programador,divorciado,PJ,2025-05-14 23:25:03.243160,1,,,0,
612,Usuário 612,user612@demo.com,C6 Bank,Brasília,DF,user612,123456,normal,00000000612,000000612,1994-10-20,Rua 612,740745103,2853.42,Médico,solteiro,CLT,2025-05-14 23:25:03.243171,1,,,0,
613,Usuário 613,user613@demo.com,Itaú,São Paulo,SP,user613,123456,normal,00000000613,000000613,1993-06-28,Rua 613,153717193,8571.66,Advogado,solteiro,Autônomo,2025-05-14 23:25:03.243189,1,,,0,
614,Usuário 614,user614@demo.com,Inter,Brasília,DF,user614,123456,normal,00000000614,000000614,1991-01-14,Rua 614,710004446,9612.08,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.243200,1,,,0,
615,Usuário 615,user615@demo.com,Nubank,Curitiba,PR,user615,123456,normal,00000000615,000000615,1985-08-09,Rua 615,554370671,7418.46,Designer,solteiro,Autônomo,2025-05-14 23:25:03.243211,1,,,0,
616,Usuário 616,user616@demo.com,Itaú,Recife,PE,user616,123456,normal,00000000616,000000616,2000-09-16,Rua 616,927257614,349.93,Engenheiro,casado,PJ,2025-05-14 23:25:03.243222,1,,,0,
617,Usuário 617,user617@demo.com,C6 Bank,Porto Alegre,RS,user617,123456,normal,00000000617,000000617,1986-07-09,Rua 617,959591246,9145.66,Engenheiro,divorciado,CLT,2025-05-14 23:25:03.243234,1,,,0,
618,Usuário 618,user618@demo.com,Santander,Brasília,DF,user618,123456,normal,00000000618,000000618,2007-01-22,Rua 618,220889127,860.95,Médico,casado,Autônomo,2025-05-14 23:25:03.243247,1,,,0,
619,Usuário 619,user619@demo.com,Itaú,Porto Alegre,RS,user619,123456,normal,00000000619,000000619,1991-08-14,Rua 619,704764304,4797.25,Professor,solteiro,CLT,2025-05-14 23:25:03.243258,1,,,0,
620,Usuário 620,user620@demo.com,Inter,Recife,PE,user620,123456,normal,00000000620,000000620,2006-09-17,Rua 620,139901496,4974.23,Vendedor,casado,PJ,2025-05-14 23:25:03.243270,1,,,0,
621,Usuário 621,user621@demo.com,Itaú,São Paulo,SP,user621,123456,normal,00000000621,000000621,1992-08-27,Rua 621,167656728,9594.29,Advogado,divorciado,Autônomo,2025-05-14 23:25:03.243280,1,,,0,
622,Usuário 622,user622@demo.com,Nubank,Brasília,DF,user622,123456,normal,00000000622,000000622,1989-05-24,Rua 622,386994485,244.13,Advogado,solteiro,PJ,2025-05-14 23:25:03.243291,1,,,0,
623,Usuário 623,user623@demo.com,Itaú,Brasília,DF,user623,123456,normal,00000000623,000000623,1992-10-18,Rua 623,147376817,8735.21,Programador,divorciado,Desempregado,2025-05-14 23:25:03.243303,1,,,0,
624,Usuário 624,user624@demo.com,Itaú,Curitiba,PR,user624,123456,normal,00000000624,000000624,2000-12-14,Rua 624,490879384,884.16,Designer,casado,Desempregado,2025-05-14 23:25:03.243314,1,,,0,
625,Usuário 625,user625@demo.com,Santander,Campinas,SP,user625,123456,normal,00000000625,000000625,1999-01-04,Rua 625,807167807,9018.21,Gerente,divorciado,PJ,2025-05-14 23:25:03.243325,1,,,0,
626,Usuário 626,user626@demo.com,Caixa,Salvador,BA,user626,123456,normal,00000000626,000000626,1998-04-02,Rua 626,286791061,5802.12,Designer,casado,Autônomo,2025-05-14 23:25:03.243336,1,,,0,
627,Usuário 627,user627@demo.com,Santander,Porto Alegre,RS,user627,123456,normal,00000000627,000000627,1989-02-12,Rua 627,822260967,7516.59,Vendedor,divorciado,Desempregado,2025-05-14 23:25:03.243347,1,,,0,
628,Usuário 628,user628@demo.com,Inter,Salvador,BA,user628,123456,normal,00000000628,000000628,2005-06-10,Rua 628,746555673,2532.0,Professor,casado,Autônomo,2025-05-14 23:25:03.243358,1,,,0,
629,Usuário 629,user629@demo.com,C6 Bank,Brasília,DF,user629,123456,normal,00000000629,000000629,1990-06-23,Rua 629,678974253,8618.0,Professor,solteiro,Autônomo,2025-05-14 23:25:03.243369,1,,,0,
630,Usuário 630,user630@demo.com,Santander,Campinas,SP,user630,123456,normal,00000000630,000000630,1993-12-13,Rua 630,466843761,5402.11,Professor,divorciado,PJ,2025-05-14 23:25:03.243380,1,,,0,
631,Usuário 631,user631@demo.com,Inter,Curitiba,PR,user631,123456,normal,00000000631,000000631,2005-07-19,Rua 631,984165585,4189.76,Engenheiro,divorciado,CLT,2025-05-14 23:25:03.243391,1,,,0,
632,Usuário 632,user632@demo.com,Bradesco,Campinas,SP,user632,123456,normal,00000000632,000000632,1994-06-22,Rua 632,104338455,2547.17,Gerente,divorciado,PJ,2025-05-14 23:25:03.243402,1,,,0,
633,Usuário 633,user633@demo.com,Caixa,Curitiba,PR,user633,123456,normal,00000000633,000000633,1996-05-29,Rua 633,225543343,3254.87,Designer,divorciado,Desempregado,2025-05-14 23:25:03.243413,1,,,0,
634,Usuário 634,user634@demo.com,Inter,Campinas,SP,user634,123456,normal,00000000634,000000634,2002-06-20,Rua 634,719569898,3511.34,Programador,divorciado,CLT,2025-05-14 23:25:03.243424,1,,,0,
635,Usuário 635,user635@demo.com,C6 Bank,Curitiba,PR,user635,123456,normal,00000000635,000000635,2003-11-21,Rua 635,995875717,6939.43,Médico,divorciado,CLT,2025-05-14 23:25:03.243434,1,,,0,
636,Usuário 636,user636@demo.com,Bradesco,Campinas,SP,user636,123456,normal,00000000636,000000636,1996-04-10,Rua 636,255000589,9158.44,Advogado,solteiro,Desempregado,2025-05-14 23:25:03.243445,1,,,0,
637,Usuário 637,user637@demo.com,Nubank,Porto Alegre,RS,user637,123456,normal,00000000637,000000637,1995-03-24,Rua 637,785314233,965.87,Médico,solteiro,CLT,2025-05-14 23:25:03.243456,1,,,0,
638,Usuário 638,user638@demo.com,Banco do Brasil,São Paulo,SP,user638,123456,normal,00000000638,000000638,2004-08-31,Rua 638,322358401,1857.14,Engenheiro,solteiro,Autônomo,2025-05-14 23:25:03.243467,1,,,0,
639,Usuário 639,user639@demo.com,Bradesco,Brasília,DF,user639,123456,normal,00000000639,000000639,1997-12-01,Rua 639,483878046,6615.85,Analista,divorciado,Autônomo,2025-05-14 23:25:03.243478,1,,,0,
640,Usuário 640,user640@demo.com,Inter,Salvador,BA,user640,123456,normal,00000000640,000000640,1998-12-21,Rua 640,323819775,3037.87,Estudante,divorciado,Desempregado,2025-05-14 23:25:03.243488,1,,,0,
641,Usuário 641,user641@demo.com,Itaú,Fortaleza,CE,user641,123456,normal,00000000641,000000641,1992-02-24,Rua 641,627565288,9770.13,Vendedor,casado,Autônomo,2025-05-14 23:25:03.243498,1,,,0,
642,Usuário 642,user642@demo.com,Banco do Brasil,São Paulo,SP,user642,123456,normal,00000000642,000000642,1991-09-01,Rua 642,608521430,8611.75,Programador,divorciado,CLT,2025-05-14 23:25:03.243509,1,,,0,
643,Usuário 643,user643@demo.com,Caixa,Recife,PE,user643,123456,normal,00000000643,000000643,1986-02-03,Rua 643,835350127,4903.08,Analista,casado,CLT,2025-05-14 23:25:03.243520,1,,,0,
